Date,Open,High,Low,Close,Volume
2003-03-11,163.00,168.00,161.00,165.00,43187717
2003-03-12,167.50,167.50,162.25,163.00,44614783
2003-03-13,164.25,172.00,162.75,172.00,45462121
2003-03-14,174.00,176.75,169.25,173.50,37579196
2003-03-17,174.00,175.00,167.00,171.50,43661053
2003-03-18,174.50,180.00,171.75,177.50,66848637
2003-03-19,177.75,188.50,174.25,187.00,55390440
2003-03-20,186.00,189.75,182.50,185.25,60129375
2003-03-21,185.25,188.00,182.75,187.00,36137524
2003-03-24,187.00,188.50,182.00,182.00,21302708
2003-03-25,183.00,183.75,179.00,182.00,30422864
2003-03-26,182.00,188.00,180.25,187.25,28970194
2003-03-27,186.50,186.50,180.25,180.25,20515632
2003-03-28,176.75,185.00,176.75,182.25,19126675
2003-03-31,178.00,181.00,177.25,178.25,27899800
2003-04-01,178.25,181.50,174.25,176.00,33573139
2003-04-02,175.00,181.75,175.00,181.75,39092758
2003-04-03,182.25,185.75,180.50,184.25,32251261
2003-04-04,183.75,188.50,181.00,187.50,21925825
2003-04-07,189.00,195.50,189.00,189.25,46340511
2003-04-08,188.00,200.00,188.00,197.25,56149186
2003-04-09,199.00,200.25,196.75,199.50,37991742
2003-04-10,198.75,198.75,195.75,195.75,59593045
2003-04-11,196.50,200.00,195.75,198.75,45577716
2003-04-14,199.50,205.00,197.00,202.75,24286070
2003-04-15,203.00,206.00,199.00,203.25,40501241
2003-04-16,201.75,202.75,191.50,191.50,38138743
2003-04-17,189.00,198.00,188.00,193.50,35517645
2003-04-22,193.75,196.00,192.00,196.00,27459744
2003-04-23,199.00,200.50,197.00,198.75,51610217
2003-04-24,197.75,200.00,190.00,190.00,36638385
2003-04-25,191.25,196.75,191.00,194.00,20736893
2003-04-28,192.25,195.50,192.25,194.00,17416272
2003-04-29,195.75,197.50,194.75,196.00,27549097
2003-04-30,196.00,198.75,195.00,198.00,21076221
2003-05-01,198.25,198.50,194.00,194.00,9134657
2003-05-02,195.75,198.00,194.00,198.00,20341050
2003-05-06,199.00,203.25,196.25,203.25,24429779
2003-05-07,203.25,203.25,197.00,198.00,26908668
2003-05-08,196.50,198.50,195.25,195.25,20009967
2003-05-09,195.25,198.50,195.25,196.50,25141773
2003-05-12,198.00,199.25,195.50,199.25,26432915
2003-05-13,199.25,200.00,196.00,196.75,26867909
2003-05-14,196.75,202.50,196.00,199.25,41831031
2003-05-15,198.00,205.25,198.00,203.50,42110367
2003-05-16,207.50,212.00,203.00,212.00,49847330
2003-05-19,210.25,210.25,205.50,206.50,41630409
2003-05-20,205.75,211.00,205.50,211.00,43992851
2003-05-21,209.25,210.00,200.75,202.25,37842960
2003-05-22,202.25,204.50,201.00,204.50,25986017
2003-05-23,202.75,204.25,200.00,201.75,40634164
2003-05-27,199.25,205.00,199.25,203.75,28288921
2003-05-28,205.00,209.00,204.25,208.50,31270437
2003-05-29,209.00,210.50,206.00,207.75,28328346
2003-05-30,208.25,209.00,204.25,204.25,22138134
2003-06-02,205.25,209.75,203.00,209.25,40532317
2003-06-03,208.00,216.75,207.50,215.50,57276232
2003-06-04,214.50,216.50,212.00,216.25,28377005
2003-06-05,214.25,216.00,212.00,215.00,22516193
2003-06-06,215.50,218.50,213.50,214.00,22380951
2003-06-09,213.25,214.50,210.00,212.00,12398654
2003-06-10,212.00,212.00,209.50,211.25,32601639
2003-06-11,212.00,213.00,208.50,212.00,29562458
2003-06-12,210.00,213.25,205.00,205.00,47700868
2003-06-13,211.00,212.50,208.50,211.50,40417525
2003-06-16,209.75,211.00,208.50,210.50,21993062
2003-06-17,211.00,217.00,211.00,217.00,43925549
2003-06-18,216.25,219.00,212.50,213.00,28020139
2003-06-19,212.82,214.00,208.00,208.00,26341962
2003-06-20,206.00,211.50,205.50,210.00,22472207
2003-06-23,209.00,212.25,207.75,209.00,25815368
2003-06-24,211.00,213.50,209.25,211.50,31748170
2003-06-25,216.00,216.00,211.75,215.00,53592674
2003-06-26,216.25,218.50,214.75,217.25,45074977
2003-06-27,219.00,220.50,217.00,219.00,57815303
2003-06-30,217.00,220.00,217.00,219.25,51702745
2003-07-01,217.25,220.25,215.75,215.75,60853043
2003-07-02,218.50,218.50,213.50,215.00,47628874
2003-07-03,213.50,216.50,213.50,215.75,47455620
2003-07-04,216.00,217.75,214.00,216.50,12606793
2003-07-07,215.25,218.00,213.75,215.00,26186342
